,Title,Year,Authors,Journal,Journal Acronym
26,Proteus: A Self-Designing Range Filter.,2022,"Eric R. Knorr, Baptiste Lemaire, Andrew Lim, Siqiang Luo, Huanchen Zhang, Stratos Idreos, Michael Mitzenmacher", SIGMOD Conference 2022: 1670-1684,sigmod
27,Seesaw Counting Filter: An Efficient Guardian for Vulnerable Negative Keys During Dynamic Filtering.,2022,"Meng Li, Deyi Chen, Haipeng Dai, Rongbiao Xie, Siqiang Luo, Rong Gu, Tong Yang, Guihai Chen", WWW 2022: 2759-2767,www
28,Learning-Based Approaches for Graph Problems: A Survey.,2022,"Kai Siong Yow, Siqiang Luo",01057 ,corr
29,DMCS : Density Modularity based Community Search.,2022,"Junghoon Kim, Siqiang Luo, Gao Cong, Wenyuan Yu",07720 ,corr
30,Spiking Graph Convolutional Networks.,2022,"Zulun Zhu, Jiaying Peng, Jintang Li, Liang Chen, Qi Yu, Siqiang Luo",02767 ,corr
31,Finding Global Homophily in Graph Neural Networks When Meeting Heterophily.,2022,"Xiang Li, Renyu Zhu, Yao Cheng, Caihua Shan, Siqiang Luo, Dongsheng Li, Weining Qian",07308 ,corr
32,Proteus: A Self-Designing Range Filter.,2022,"Eric R. Knorr, Baptiste Lemaire, Andrew Lim, Siqiang Luo, Huanchen Zhang, Stratos Idreos, Michael Mitzenmacher",01503 ,corr
33,SCARA: Scalable Graph Neural Networks with Feature-Oriented Optimization.,2022,"Ningyi Liao, Dingheng Mo, Siqiang Luo, Xiang Li, Pengcheng Yin",09179 ,corr
34,Agenda: Robust Personalized PageRanks in Evolving Graphs.,2021,"Dingheng Mo, Siqiang Luo", CIKM 2021: 1315-1324,cikm
35,ROAM: A Fundamental Routing Query on Road Networks with Efficiency.,2020,"Siqiang Luo, Reynold Cheng, Ben Kao, Xiaokui Xiao, Shuigeng Zhou, Jiafeng Hu", 32: 1595-1609 ,tkde
36,BATON: Batch One-Hop Personalized PageRanks with Efficiency and Accuracy.,2020,"Siqiang Luo, Xiaokui Xiao, Wenqing Lin, Ben Kao", 32: 1897-1908 ,tkde
37,Fusing Global Domain Information and Local Semantic Information to Classify Financial Documents.,2020,"Mengzhen Fan, Dawei Cheng, Fangzhou Yang, Siqiang Luo, Yifeng Luo, Weining Qian, Aoying Zhou", CIKM 2020: 2413-2420,cikm
38,Improved Communication Cost in Distributed PageRank Computation - A Theoretical Study.,2020,Siqiang Luo, ICML 2020: 6459-6467,icml
39,Rosetta: A Robust Space-Time Optimized Range Filter for Key-Value Stores.,2020,"Siqiang Luo, Subarna Chatterjee, Rafael Ketsetsidis, Niv Dayan, Wilson Qin, Stratos Idreos", SIGMOD Conference 2020: 2071-2086,sigmod
